gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity
2022-12-01 15:16:22 +07,2022-12-01 15:16:21 +07,32,1.749,83.800003,33,61,1006,38637,0,1.01,0,0,0,1,3.9,7.5,2.241,72,3.679,110
2022-12-01 15:26:22 +07,2022-12-01 15:26:21 +07,32,1.33,80.099998,32,62,1006,36502,0,0.89,0,0,0,1,3.9,7.5,2.581,75,3.254,111
2022-12-01 15:36:22 +07,2022-12-01 15:36:22 +07,32,1.115,58,32,62,1006,34866,0,0.83,0,0,0,1,3.9,7.5,1.665,50,2.61,76
2022-12-01 15:46:22 +07,2022-12-01 15:46:21 +07,32,0.986,69.400002,32,62,1006,31688,0,0.74,0,0,0,1,3.9,7.5,1.779,79,2.444,82
2022-12-01 15:56:22 +07,2022-12-01 15:56:21 +07,32,0.312,84.699997,33,61,1006,30081,0,0.67,0,0,0,1,3.9,7.5,0.687,100,1.38,121
2022-12-01 16:06:22 +07,2022-12-01 16:06:21 +07,32,0.965,74.099998,33,61,1006,26704,0,0.6,0,0,0,1,3.9,7.5,2.01,82,2.81,110
2022-12-01 16:16:22 +07,2022-12-01 16:16:21 +07,32,0.466,26.4,33,62,1006,23027,0,0.52,0,0,0,1,3.9,7.5,1.096,64,2.118,24
2022-12-01 16:26:22 +07,2022-12-01 16:26:21 +07,32,0.499,27.299999,33,62,1006,18884,0,0.44,0,0,0,1,3.9,7.5,0.977,342,2.469,320
2022-12-01 16:36:22 +07,2022-12-01 16:36:22 +07,32,0.875,69.5,32,63,1006,15235,0,0.36,0,0,0,1,3.9,7.5,1.648,76,2.081,75
2022-12-01 16:46:22 +07,2022-12-01 16:46:21 +07,32,0.556,78.400002,32,63,1006,11992,0,0.29,0,0,0,1,4,7.5,1.025,73,1.691,82
2022-12-01 16:56:22 +07,2022-12-01 16:56:21 +07,32,0.659,88.699997,32,64,1006,8805,0,0.23,0,0,0,1,4,7.5,1.978,73,2.766,59
2022-12-01 17:06:22 +07,2022-12-01 17:06:22 +07,32,0.488,91.199997,32,65,1006,6440,0,0.18,0,0,0,1,4,7.5,1.404,91,2.162,92
2022-12-01 17:16:22 +07,2022-12-01 17:16:21 +07,32,0.505,57.900002,32,66,1006,5092,0,0.13,0,0,0,1,4,7.5,0.928,44,1.641,61
2022-12-01 17:26:22 +07,2022-12-01 17:26:22 +07,32,0.34,76.900002,31,67,1006,3546,0,0.09,0,0,0,1,4,7.5,0.42,68,0.713,66
2022-12-01 17:36:22 +07,2022-12-01 17:36:21 +07,32,0.452,75,31,68,1006,2098,0,0.06,0,0,0,1,4,7.6,0.559,70,0.832,70
2022-12-01 17:46:22 +07,2022-12-01 17:46:21 +07,32,0.574,72.300003,31,69,1006,775,0,0.03,0,0,0,1,4,7.6,0.694,71,0.911,59
